№,Символ,Кільк.,Імовірність,%
1314,КНА,3,0.00026,0.02599
1315,КНЕ,3,0.00026,0.02599
1316,КНО,1,9.0e-05,0.00866
1317,КНУ,2,0.00017,0.01733
1318,КОВ,13,0.00113,0.11261
1319,КОГ,3,0.00026,0.02599
1320,КОД,4,0.00035,0.03465
1321,КОЖ,16,0.00139,0.1386
1322,КОК,1,9.0e-05,0.00866
1323,КОЛ,27,0.00234,0.23389
1324,КОМ,13,0.00113,0.11261
1325,КОН,19,0.00165,0.16459
1326,КОП,1,9.0e-05,0.00866
1327,КОР,38,0.00329,0.32918
1328,КОС,1,9.0e-05,0.00866
1329,КОЮ,2,0.00017,0.01733
1330,КПІ,1,9.0e-05,0.00866
1331,КПЕ,1,9.0e-05,0.00866
1332,КПК,1,9.0e-05,0.00866
1333,КПО,5,0.00043,0.04331
1334,КПР,3,0.00026,0.02599
1335,КРІ,6,0.00052,0.05198
1336,КРА,1,9.0e-05,0.00866
1337,КРЕ,7,0.00061,0.06064
1338,КРИ,22,0.00191,0.19058
1339,КРО,1,9.0e-05,0.00866
1340,КРЯ,2,0.00017,0.01733
1341,КСА,1,9.0e-05,0.00866
1342,КСЕ,2,0.00017,0.01733
1343,КСИ,1,9.0e-05,0.00866
1344,КСО,2,0.00017,0.01733
1345,КСТ,7,0.00061,0.06064
1346,КТІ,1,9.0e-05,0.00866
1347,КТЕ,2,0.00017,0.01733
1348,КТИ,4,0.00035,0.03465
1349,КТТ,1,9.0e-05,0.00866
1350,КУЄ,4,0.00035,0.03465
1351,КУІ,1,9.0e-05,0.00866
1352,КУБ,3,0.00026,0.02599
1353,КУВ,4,0.00035,0.03465
1354,КУД,3,0.00026,0.02599
1355,КУЗ,4,0.00035,0.03465
1356,КУК,4,0.00035,0.03465
1357,КУМ,2,0.00017,0.01733
1358,КУН,4,0.00035,0.03465
1359,КУП,6,0.00052,0.05198
1360,КУР,1,9.0e-05,0.00866
1361,КУС,1,9.0e-05,0.00866
1362,КУТ,3,0.00026,0.02599
1363,КУФ,1,9.0e-05,0.00866
1364,КУЧ,1,9.0e-05,0.00866
1365,КУЩ,1,9.0e-05,0.00866
1366,КФО,1,9.0e-05,0.00866
1367,КЧЕ,1,9.0e-05,0.00866
1368,КЩО,13,0.00113,0.11261
1369,ЛІВ,8,0.00069,0.0693
1370,ЛІД,9,0.00078,0.07796
1371,ЛІЗ,4,0.00035,0.03465
1372,ЛІК,5,0.00043,0.04331
1373,ЛІН,4,0.00035,0.03465
1374,ЛІО,1,9.0e-05,0.00866
1375,ЛІР,1,9.0e-05,0.00866
1376,ЛІЧ,1,9.0e-05,0.00866
1377,ЛІЯ,1,9.0e-05,0.00866
1378,ЛАЄ,1,9.0e-05,0.00866
1379,ЛАД,6,0.00052,0.05198
1380,ЛАЙ,1,9.0e-05,0.00866
1381,ЛАМ,1,9.0e-05,0.00866
1382,ЛАН,9,0.00078,0.07796
1383,ЛАС,2,0.00017,0.01733
1384,ЛАТ,3,0.00026,0.02599
1385,ЛАХ,2,0.00017,0.01733
1386,ЛАШ,1,9.0e-05,0.00866
1387,ЛАЮ,1,9.0e-05,0.00866
1388,ЛБУ,2,0.00017,0.01733
1389,ЛВВ,6,0.00052,0.05198
1390,ЛВС,1,9.0e-05,0.00866
1391,ЛДИ,1,9.0e-05,0.00866
1392,ЛДЛ,2,0.00017,0.01733
1393,ЛЕБ,2,0.00017,0.01733
1394,ЛЕВ,2,0.00017,0.01733
1395,ЛЕГ,2,0.00017,0.01733
1396,ЛЕД,1,9.0e-05,0.00866
1397,ЛЕЗ,1,9.0e-05,0.00866
1398,ЛЕМ,4,0.00035,0.03465
1399,ЛЕН,72,0.00624,0.6237
1400,ЛЕП,4,0.00035,0.03465
1401,ЛЕС,2,0.00017,0.01733
1402,ЛЕЧ,1,9.0e-05,0.00866
1403,ЛЗА,1,9.0e-05,0.00866
1404,ЛЗЗ,1,9.0e-05,0.00866
1405,ЛЗЧ,1,9.0e-05,0.00866
1406,ЛИВ,10,0.00087,0.08663
1407,ЛИД,2,0.00017,0.01733
1408,ЛИЗ,2,0.00017,0.01733
1409,ЛИК,2,0.00017,0.01733
1410,ЛИН,5,0.00043,0.04331
1411,ЛИП,2,0.00017,0.01733
1412,ЛИТ,3,0.00026,0.02599
1413,ЛИФ,1,9.0e-05,0.00866
1414,ЛИШ,1,9.0e-05,0.00866
1415,ЛИЩ,1,9.0e-05,0.00866
1416,ЛКА,3,0.00026,0.02599
1417,ЛКО,3,0.00026,0.02599
1418,ЛКУ,1,9.0e-05,0.00866
1419,ЛМО,2,0.00017,0.01733
1420,ЛНА,1,9.0e-05,0.00866
1421,ЛНЕ,1,9.0e-05,0.00866
1422,ЛНИ,1,9.0e-05,0.00866
1423,ЛОВ,2,0.00017,0.01733
1424,ЛОД,1,9.0e-05,0.00866
1425,ЛОЙ,1,9.0e-05,0.00866
1426,ЛОК,28,0.00243,0.24255
1427,ЛОЛ,1,9.0e-05,0.00866
1428,ЛОМ,4,0.00035,0.03465
1429,ЛОН,3,0.00026,0.02599
1430,ЛОП,4,0.00035,0.03465
1431,ЛОР,1,9.0e-05,0.00866
1432,ЛОС,1,9.0e-05,0.00866
1433,ЛОЦ,1,9.0e-05,0.00866
1434,ЛОЧ,1,9.0e-05,0.00866
1435,ЛОЯ,1,9.0e-05,0.00866
1436,ЛПІ,2,0.00017,0.01733
1437,ЛПЕ,3,0.00026,0.02599
1438,ЛРО,1,9.0e-05,0.00866
1439,ЛТР,9,0.00078,0.07796
1440,ЛУІ,1,9.0e-05,0.00866
1441,ЛУА,1,9.0e-05,0.00866
1442,ЛУВ,3,0.00026,0.02599
1443,ЛУГ,1,9.0e-05,0.00866
1444,ЛУЖ,2,0.00017,0.01733
1445,ЛУК,1,9.0e-05,0.00866
1446,ЛУМ,1,9.0e-05,0.00866
1447,ЛУО,1,9.0e-05,0.00866
1448,ЛУП,3,0.00026,0.02599
1449,ЛУС,1,9.0e-05,0.00866
1450,ЛУЯ,1,9.0e-05,0.00866
1451,ЛЧЕ,1,9.0e-05,0.00866
1452,ЛЩО,1,9.0e-05,0.00866
1453,ЛЬВ,1,9.0e-05,0.00866
1454,ЛЬД,1,9.0e-05,0.00866
1455,ЛЬК,10,0.00087,0.08663
1456,ЛЬН,23,0.00199,0.19924
1457,ЛЬО,4,0.00035,0.03465
1458,ЛЬП,1,9.0e-05,0.00866
1459,ЛЬТ,4,0.00035,0.03465
1460,ЛЬФ,1,9.0e-05,0.00866
1461,ЛЬШ,2,0.00017,0.01733
1462,ЛЮЄ,1,9.0e-05,0.00866
1463,ЛЮН,2,0.00017,0.01733
1464,ЛЮЧ,9,0.00078,0.07796
1465,ЛЯЄ,5,0.00043,0.04331
1466,ЛЯІ,4,0.00035,0.03465
1467,ЛЯВ,5,0.00043,0.04331
1468,ЛЯД,3,0.00026,0.02599
1469,ЛЯЗ,3,0.00026,0.02599
1470,ЛЯК,7,0.00061,0.06064
1471,ЛЯМ,1,9.0e-05,0.00866
1472,ЛЯН,2,0.00017,0.01733
1473,ЛЯО,3,0.00026,0.02599
1474,ЛЯП,8,0.00069,0.0693
1475,ЛЯР,1,9.0e-05,0.00866
1476,ЛЯС,1,9.0e-05,0.00866
1477,ЛЯТ,4,0.00035,0.03465
1478,ЛЯХ,3,0.00026,0.02599
1479,ЛЯЦ,2,0.00017,0.01733
1480,ЛЯЧ,2,0.00017,0.01733
1481,ЛЯЮ,2,0.00017,0.01733
1482,МІЖ,1,9.0e-05,0.00866
1483,МІЗ,2,0.00017,0.01733
1484,МІН,15,0.0013,0.12994
1485,МІП,1,9.0e-05,0.00866
1486,МІР,2,0.00017,0.01733
1487,МІС,8,0.00069,0.0693
1488,МІТ,6,0.00052,0.05198
1489,МІЧ,1,9.0e-05,0.00866
1490,МАЄ,8,0.00069,0.0693
1491,МАБ,4,0.00035,0.03465
1492,МАЙ,1,9.0e-05,0.00866
1493,МАК,1,9.0e-05,0.00866
1494,МАЛ,5,0.00043,0.04331
1495,МАН,10,0.00087,0.08663
1496,МАР,3,0.00026,0.02599
1497,МАС,1,9.0e-05,0.00866
1498,МАТ,6,0.00052,0.05198
1499,МАЦ,1,9.0e-05,0.00866
1500,МАЧ,4,0.00035,0.03465
1501,МАШ,2,0.00017,0.01733
1502,МАЮ,1,9.0e-05,0.00866
1503,МБІ,1,9.0e-05,0.00866
1504,МБА,1,9.0e-05,0.00866
1505,МБЛ,1,9.0e-05,0.00866
1506,МВІ,3,0.00026,0.02599
1507,МВИ,1,9.0e-05,0.00866
1508,МВО,4,0.00035,0.03465
1509,МВУ,1,9.0e-05,0.00866
1510,МДЛ,2,0.00017,0.01733
1511,МЕБ,1,9.0e-05,0.00866
1512,МЕВ,1,9.0e-05,0.00866
1513,МЕД,2,0.00017,0.01733
1514,МЕЖ,5,0.00043,0.04331
1515,МЕК,1,9.0e-05,0.00866
1516,МЕМ,1,9.0e-05,0.00866
1517,МЕН,9,0.00078,0.07796
1518,МЕП,1,9.0e-05,0.00866
1519,МЕР,19,0.00165,0.16459
1520,МЕТ,1,9.0e-05,0.00866
1521,МЕХ,1,9.0e-05,0.00866
1522,МЗА,3,0.00026,0.02599
1523,МЗК,1,9.0e-05,0.00866
1524,МИІ,2,0.00017,0.01733
1525,МИВ,4,0.00035,0.03465
1526,МИЗ,2,0.00017,0.01733
1527,МИЙ,2,0.00017,0.01733
1528,МИЛ,5,0.00043,0.04331
1529,МИМ,2,0.00017,0.01733
1530,МИН,2,0.00017,0.01733
1531,МИП,1,9.0e-05,0.00866
1532,МИР,1,9.0e-05,0.00866
1533,МИЯ,1,9.0e-05,0.00866
1534,МКА,1,9.0e-05,0.00866
1535,МКИ,1,9.0e-05,0.00866
1536,МКН,2,0.00017,0.01733
1537,МКО,4,0.00035,0.03465
1538,МЛЕ,17,0.00147,0.14726
1539,ММЕ,2,0.00017,0.01733
1540,ММИ,1,9.0e-05,0.00866
1541,МНІ,2,0.00017,0.01733
1542,МНА,2,0.00017,0.01733
1543,МНЕ,2,0.00017,0.01733
1544,МОЄ,1,9.0e-05,0.00866
1545,МОБ,2,0.00017,0.01733
1546,МОВ,10,0.00087,0.08663
1547,МОГ,1,9.0e-05,0.00866
1548,МОД,3,0.00026,0.02599
1549,МОЖ,16,0.00139,0.1386
1550,МОП,1,9.0e-05,0.00866
1551,МОС,2,0.00017,0.01733
1552,МОФ,1,9.0e-05,0.00866
1553,МОЦ,1,9.0e-05,0.00866
1554,МПЕ,1,9.0e-05,0.00866
1555,МПР,1,9.0e-05,0.00866
1556,МРО,1,9.0e-05,0.00866
1557,МСА,2,0.00017,0.01733
1558,МСЛ,1,9.0e-05,0.00866
1559,МТЕ,1,9.0e-05,0.00866
1560,МТО,5,0.00043,0.04331
1561,МУІ,1,9.0e-05,0.00866
1562,МУА,1,9.0e-05,0.00866
1563,МУВ,5,0.00043,0.04331
1564,МУД,1,9.0e-05,0.00866
1565,МУЕ,1,9.0e-05,0.00866
1566,МУК,3,0.00026,0.02599
1567,МУМ,3,0.00026,0.02599
1568,МУП,1,9.0e-05,0.00866
1569,МУР,1,9.0e-05,0.00866
1570,МУС,4,0.00035,0.03465
1571,МУТ,1,9.0e-05,0.00866
1572,МУХ,3,0.00026,0.02599
1573,МУШ,1,9.0e-05,0.00866
1574,МУЯ,1,9.0e-05,0.00866
1575,МФА,1,9.0e-05,0.00866
1576,МЧИ,3,0.00026,0.02599
1577,МШВ,1,9.0e-05,0.00866
1578,МЩО,2,0.00017,0.01733
1579,МЯЗ,1,9.0e-05,0.00866
1580,МЯК,3,0.00026,0.02599
1581,НІІ,1,9.0e-05,0.00866
1582,НІБ,3,0.00026,0.02599
1583,НІВ,7,0.00061,0.06064
1584,НІД,1,9.0e-05,0.00866
1585,НІЗ,5,0.00043,0.04331
1586,НІЙ,4,0.00035,0.03465
1587,НІК,3,0.00026,0.02599
1588,НІМ,1,9.0e-05,0.00866
1589,НІН,2,0.00017,0.01733
1590,НІП,7,0.00061,0.06064
1591,НІС,7,0.00061,0.06064
1592,НІТ,3,0.00026,0.02599
1593,НІЦ,4,0.00035,0.03465
1594,НІШ,2,0.00017,0.01733
1595,НІЯ,2,0.00017,0.01733
1596,НАЄ,2,0.00017,0.01733
1597,НАІ,1,9.0e-05,0.00866
1598,НАБ,9,0.00078,0.07796
1599,НАВ,11,0.00095,0.09529
1600,НАД,19,0.00165,0.16459
1601,НАЗ,10,0.00087,0.08663
1602,НАЙ,3,0.00026,0.02599
1603,НАК,9,0.00078,0.07796
1604,НАЛ,57,0.00494,0.49376
1605,НАМ,4,0.00035,0.03465
1606,НАН,8,0.00069,0.0693
1607,НАО,3,0.00026,0.02599
1608,НАП,13,0.00113,0.11261
1609,НАР,5,0.00043,0.04331
1610,НАС,5,0.00043,0.04331
1611,НАЦ,5,0.00043,0.04331
1612,НАЧ,19,0.00165,0.16459
1613,НАЯ,1,9.0e-05,0.00866
1614,НБА,3,0.00026,0.02599
1615,НБЛ,2,0.00017,0.01733
1616,НБУ,1,9.0e-05,0.00866
1617,НВІ,4,0.00035,0.03465
1618,НВА,1,9.0e-05,0.00866
1619,НВВ,1,9.0e-05,0.00866
1620,НВИ,3,0.00026,0.02599
1621,НВС,1,9.0e-05,0.00866
1622,НГЕ,1,9.0e-05,0.00866
1623,НДА,4,0.00035,0.03465
1624,НДЖ,1,9.0e-05,0.00866
1625,НДИ,4,0.00035,0.03465
1626,НДН,1,9.0e-05,0.00866
1627,НДО,1,9.0e-05,0.00866
1628,НДУ,3,0.00026,0.02599
1629,НЕЄ,2,0.00017,0.01733
1630,НЕІ,1,9.0e-05,0.00866
1631,НЕБ,3,0.00026,0.02599
1632,НЕВ,4,0.00035,0.03465
1633,НЕГ,1,9.0e-05,0.00866
1634,НЕЗ,6,0.00052,0.05198
1635,НЕМ,3,0.00026,0.02599
1636,НЕН,15,0.0013,0.12994
1637,НЕО,1,9.0e-05,0.00866
1638,НЕП,11,0.00095,0.09529
1639,НЕР,3,0.00026,0.02599
1640,НЕС,2,0.00017,0.01733
1641,НЕТ,2,0.00017,0.01733
1642,НЕЦ,3,0.00026,0.02599
1643,НЗА,2,0.00017,0.01733
1644,НЗВ,1,9.0e-05,0.00866
1645,НЗМ,1,9.0e-05,0.00866
1646,НЗН,1,9.0e-05,0.00866
1647,НИБ,1,9.0e-05,0.00866
1648,НИЖ,1,9.0e-05,0.00866
1649,НИЗ,1,9.0e-05,0.00866
1650,НИЙ,69,0.00598,0.59771
1651,НИК,5,0.00043,0.04331
1652,НИМ,9,0.00078,0.07796
1653,НИТ,3,0.00026,0.02599
1654,НИХ,15,0.0013,0.12994
1655,НИЦ,4,0.00035,0.03465
1656,НЙО,1,9.0e-05,0.00866
1657,НКА,9,0.00078,0.07796
1658,НКИ,2,0.00017,0.01733
1659,НКР,3,0.00026,0.02599
1660,НКУ,3,0.00026,0.02599
1661,НЛА,1,9.0e-05,0.00866
1662,ННІ,2,0.00017,0.01733
1663,ННА,3,0.00026,0.02599
1664,ННУ,1,9.0e-05,0.00866
1665,ННЬ,2,0.00017,0.01733
1666,ННЯ,106,0.00918,0.91823
1667,НОІ,2,0.00017,0.01733
1668,НОЇ,6,0.00052,0.05198
1669,НОВ,19,0.00165,0.16459
1670,НОГ,33,0.00286,0.28586
1671,НОД,2,0.00017,0.01733
1672,НОЗ,2,0.00017,0.01733
1673,НОК,2,0.00017,0.01733
1674,НОМ,18,0.00156,0.15593
1675,НОО,1,9.0e-05,0.00866
1676,НОП,7,0.00061,0.06064
1677,НОР,1,9.0e-05,0.00866
1678,НОС,3,0.00026,0.02599
1679,НОТ,1,9.0e-05,0.00866
1680,НОЧ,3,0.00026,0.02599
1681,НОЮ,3,0.00026,0.02599
1682,НПЕ,4,0.00035,0.03465
1683,НПО,3,0.00026,0.02599
1684,НРБ,1,9.0e-05,0.00866
1685,НРО,1,9.0e-05,0.00866
1686,НСІ,1,9.0e-05,0.00866
1687,НСВ,1,9.0e-05,0.00866
1688,НСЗ,1,9.0e-05,0.00866
1689,НСО,7,0.00061,0.06064
1690,НСТ,9,0.00078,0.07796
1691,НСУ,5,0.00043,0.04331
1692,НТІ,1,9.0e-05,0.00866
1693,НТА,12,0.00104,0.10395
1694,НТЕ,16,0.00139,0.1386
1695,НТИ,6,0.00052,0.05198
1696,НТР,13,0.00113,0.11261
1697,НУД,3,0.00026,0.02599
1698,НУК,2,0.00017,0.01733
1699,НУП,3,0.00026,0.02599
1700,НУС,1,9.0e-05,0.00866
1701,НУТ,5,0.00043,0.04331
1702,НУФ,1,9.0e-05,0.00866
1703,НФІ,1,9.0e-05,0.00866
1704,НФО,1,9.0e-05,0.00866
1705,НХА,1,9.0e-05,0.00866
1706,НЦІ,4,0.00035,0.03465
1707,НЧИ,1,9.0e-05,0.00866
1708,НЧУ,1,9.0e-05,0.00866
1709,НШІ,3,0.00026,0.02599
1710,НШЕ,2,0.00017,0.01733
1711,НШИ,1,9.0e-05,0.00866
1712,НШО,3,0.00026,0.02599
1713,НЬІ,2,0.00017,0.01733
1714,НЬА,1,9.0e-05,0.00866
1715,НЬВ,2,0.00017,0.01733
1716,НЬК,1,9.0e-05,0.00866
1717,НЬН,1,9.0e-05,0.00866
1718,НЬО,4,0.00035,0.03465
1719,НЬП,2,0.00017,0.01733
1720,НЬР,1,9.0e-05,0.00866
1721,НЬУ,1,9.0e-05,0.00866
1722,НЬЯ,2,0.00017,0.01733
1723,НЮЄ,1,9.0e-05,0.00866
1724,НЮВ,2,0.00017,0.01733
1725,НЯІ,1,9.0e-05,0.00866
1726,НЯА,2,0.00017,0.01733
1727,НЯБ,5,0.00043,0.04331
1728,НЯВ,10,0.00087,0.08663
1729,НЯД,15,0.0013,0.12994
1730,НЯЗ,6,0.00052,0.05198
1731,НЯК,13,0.00113,0.11261
1732,НЯМ,7,0.00061,0.06064
1733,НЯН,11,0.00095,0.09529
1734,НЯО,14,0.00121,0.12128
1735,НЯП,9,0.00078,0.07796
1736,НЯР,9,0.00078,0.07796
1737,НЯС,8,0.00069,0.0693
1738,НЯТ,8,0.00069,0.0693
1739,НЯУ,1,9.0e-05,0.00866
1740,НЯЧ,2,0.00017,0.01733
1741,НЯЩ,2,0.00017,0.01733
1742,НЯЯ,4,0.00035,0.03465
1743,ОЄВ,1,9.0e-05,0.00866
1744,ОЄП,1,9.0e-05,0.00866
1745,ОІМ,2,0.00017,0.01733
1746,ОІН,2,0.00017,0.01733
1747,ОІУ,1,9.0e-05,0.00866
1748,ОЇА,1,9.0e-05,0.00866
1749,ОЇЗ,3,0.00026,0.02599
1750,ОЇК,1,9.0e-05,0.00866
1751,ОЇМ,2,0.00017,0.01733
1752,ОЇП,2,0.00017,0.01733
1753,ОЇР,4,0.00035,0.03465
1754,ОЇС,2,0.00017,0.01733
1755,ОЇТ,1,9.0e-05,0.00866
1756,ОЇЧ,1,9.0e-05,0.00866
1757,ОАВ,1,9.0e-05,0.00866
1758,ОАН,1,9.0e-05,0.00866
1759,ОБЄ,1,9.0e-05,0.00866
1760,ОБІ,3,0.00026,0.02599
1761,ОБА,2,0.00017,0.01733
1762,ОБВ,1,9.0e-05,0.00866
1763,ОБД,1,9.0e-05,0.00866
1764,ОБЗ,1,9.0e-05,0.00866
1765,ОБИ,3,0.00026,0.02599
1766,ОБК,1,9.0e-05,0.00866
1767,ОБЛ,7,0.00061,0.06064
1768,ОБМ,2,0.00017,0.01733
1769,ОБН,1,9.0e-05,0.00866
1770,ОБО,14,0.00121,0.12128
1771,ОБП,1,9.0e-05,0.00866
1772,ОБР,7,0.00061,0.06064
1773,ОБТ,2,0.00017,0.01733
1774,ОБУ,4,0.00035,0.03465
1775,ОВІ,48,0.00416,0.4158
1776,ОВА,16,0.00139,0.1386
1777,ОВВ,4,0.00035,0.03465
1778,ОВЕ,7,0.00061,0.06064
1779,ОВЖ,4,0.00035,0.03465
1780,ОВИ,33,0.00286,0.28586
1781,ОВЛ,1,9.0e-05,0.00866
1782,ОВМ,1,9.0e-05,0.00866
1783,ОВН,9,0.00078,0.07796
1784,ОВО,7,0.00061,0.06064
1785,ОВР,1,9.0e-05,0.00866
1786,ОВС,1,9.0e-05,0.00866
1787,ОВТ,8,0.00069,0.0693
1788,ОВУ,15,0.0013,0.12994
1789,ОВХ,1,9.0e-05,0.00866
1790,ОВЯ,1,9.0e-05,0.00866
1791,ОГА,2,0.00017,0.01733
1792,ОГО,70,0.00606,0.60638
1793,ОГР,4,0.00035,0.03465
1794,ОДІ,8,0.00069,0.0693
1795,ОДА,3,0.00026,0.02599
1796,ОДЕ,4,0.00035,0.03465
1797,ОДИ,12,0.00104,0.10395
1798,ОДЛ,3,0.00026,0.02599
1799,ОДН,11,0.00095,0.09529
1800,ОДО,1,9.0e-05,0.00866
1801,ОДУ,6,0.00052,0.05198
1802,ОДЩ,1,9.0e-05,0.00866
1803,ОДЯ,1,9.0e-05,0.00866
1804,ОЖВ,2,0.00017,0.01733
1805,ОЖЕ,17,0.00147,0.14726
1806,ОЖЛ,3,0.00026,0.02599
1807,ОЖН,7,0.00061,0.06064
1808,ОЖП,1,9.0e-05,0.00866
1809,ОЖУ,2,0.00017,0.01733
1810,ОЗЄ,1,9.0e-05,0.00866
1811,ОЗА,7,0.00061,0.06064
1812,ОЗВ,4,0.00035,0.03465
1813,ОЗД,5,0.00043,0.04331
1814,ОЗЕ,7,0.00061,0.06064
1815,ОЗМ,1,9.0e-05,0.00866
1816,ОЗН,3,0.00026,0.02599
1817,ОЗО,2,0.00017,0.01733
1818,ОЗП,4,0.00035,0.03465
1819,ОЗР,3,0.00026,0.02599
1820,ОЗУ,1,9.0e-05,0.00866
1821,ОЗЧ,1,9.0e-05,0.00866
1822,ОЗШ,2,0.00017,0.01733
1823,ОЙМ,1,9.0e-05,0.00866
1824,ОКЄ,1,9.0e-05,0.00866
1825,ОКІ,4,0.00035,0.03465
1826,ОКА,8,0.00069,0.0693
1827,ОКБ,2,0.00017,0.01733
1828,ОКВ,2,0.00017,0.01733
1829,ОКД,1,9.0e-05,0.00866
1830,ОКЕ,6,0.00052,0.05198
1831,ОКЗ,1,9.0e-05,0.00866
1832,ОКИ,5,0.00043,0.04331
1833,ОКК,1,9.0e-05,0.00866
1834,ОКМ,3,0.00026,0.02599
1835,ОКН,2,0.00017,0.01733
1836,ОКО,22,0.00191,0.19058
1837,ОКП,3,0.00026,0.02599
1838,ОКР,7,0.00061,0.06064
1839,ОКС,2,0.00017,0.01733
1840,ОКТ,1,9.0e-05,0.00866
1841,ОКУ,17,0.00147,0.14726
1842,ОКЧ,1,9.0e-05,0.00866
1843,ОЛІ,7,0.00061,0.06064
1844,ОЛА,1,9.0e-05,0.00866
1845,ОЛВ,1,9.0e-05,0.00866
1846,ОЛЕ,11,0.00095,0.09529
1847,ОЛИ,12,0.00104,0.10395
1848,ОЛМ,1,9.0e-05,0.00866
1849,ОЛО,3,0.00026,0.02599
1850,ОЛП,1,9.0e-05,0.00866
1851,ОЛТ,9,0.00078,0.07796
1852,ОЛУ,1,9.0e-05,0.00866
1853,ОЛЧ,1,9.0e-05,0.00866
1854,ОЛЬ,12,0.00104,0.10395
1855,ОЛЯ,4,0.00035,0.03465
1856,ОМІ,3,0.00026,0.02599
1857,ОМА,8,0.00069,0.0693
1858,ОМБ,2,0.00017,0.01733
1859,ОМВ,1,9.0e-05,0.00866
1860,ОМД,2,0.00017,0.01733
1861,ОМЕ,13,0.00113,0.11261
1862,ОМЗ,2,0.00017,0.01733
1863,ОМИ,7,0.00061,0.06064
1864,ОМК,1,9.0e-05,0.00866
1865,ОМЛ,17,0.00147,0.14726
1866,ОММ,2,0.00017,0.01733
1867,ОМО,2,0.00017,0.01733
1868,ОМТ,1,9.0e-05,0.00866
1869,ОМУ,20,0.00173,0.17325
1870,ОМФ,1,9.0e-05,0.00866
1871,ОМЯ,1,9.0e-05,0.00866
1872,ОНІ,1,9.0e-05,0.00866
1873,ОНА,6,0.00052,0.05198
1874,ОНЕ,2,0.00017,0.01733
1875,ОНЗ,1,9.0e-05,0.00866
1876,ОНИ,2,0.00017,0.01733
1877,ОНК,3,0.00026,0.02599
1878,ОНЛ,1,9.0e-05,0.00866
1879,ОНО,1,9.0e-05,0.00866
1880,ОНП,2,0.00017,0.01733
1881,ОНС,8,0.00069,0.0693
1882,ОНТ,7,0.00061,0.06064
1883,ОНФ,1,9.0e-05,0.00866
1884,ООБ,1,9.0e-05,0.00866
1885,ООД,2,0.00017,0.01733
1886,ООН,1,9.0e-05,0.00866
1887,ООП,3,0.00026,0.02599
1888,ООС,1,9.0e-05,0.00866
1889,ОПІ,2,0.00017,0.01733
1890,ОПА,3,0.00026,0.02599
1891,ОПЕ,33,0.00286,0.28586
1892,ОПИ,1,9.0e-05,0.00866
1893,ОПО,12,0.00104,0.10395
1894,ОПР,10,0.00087,0.08663
1895,ОПУ,4,0.00035,0.03465
1896,ОРІ,22,0.00191,0.19058
1897,ОРА,28,0.00243,0.24255
1898,ОРВ,1,9.0e-05,0.00866
1899,ОРД,2,0.00017,0.01733
1900,ОРЕ,4,0.00035,0.03465
1901,ОРИ,39,0.00338,0.33784
1902,ОРК,1,9.0e-05,0.00866
1903,ОРМ,9,0.00078,0.07796
1904,ОРН,7,0.00061,0.06064
1905,ОРО,5,0.00043,0.04331
1906,ОРР,1,9.0e-05,0.00866
1907,ОРС,2,0.00017,0.01733
1908,ОРТ,2,0.00017,0.01733
1909,ОРУ,4,0.00035,0.03465
1910,ОРЯ,3,0.00026,0.02599
1911,ОСІ,1,9.0e-05,0.00866
1912,ОСА,6,0.00052,0.05198
1913,ОСЕ,1,9.0e-05,0.00866
1914,ОСИ,4,0.00035,0.03465
1915,ОСК,4,0.00035,0.03465
1916,ОСЛ,8,0.00069,0.0693
1917,ОСН,1,9.0e-05,0.00866
1918,ОСО,2,0.00017,0.01733
1919,ОСТ,25,0.00217,0.21656
1920,ОСУ,2,0.00017,0.01733
1921,ОТІ,7,0.00061,0.06064
1922,ОТА,2,0.00017,0.01733
1923,ОТЕ,2,0.00017,0.01733
1924,ОТИ,8,0.00069,0.0693
1925,ОТО,23,0.00199,0.19924
1926,ОТР,8,0.00069,0.0693
1927,ОТУ,1,9.0e-05,0.00866
1928,ОТЯ,1,9.0e-05,0.00866
1929,ОФІ,2,0.00017,0.01733
1930,ОФР,2,0.00017,0.01733
1931,ОХС,1,9.0e-05,0.00866
1932,ОХХ,1,9.0e-05,0.00866
1933,ОЦІ,1,9.0e-05,0.00866
1934,ОЦЕ,6,0.00052,0.05198
1935,ОЦЬ,1,9.0e-05,0.00866
1936,ОЧІ,1,9.0e-05,0.00866
1937,ОЧА,18,0.00156,0.15593
1938,ОЧЕ,2,0.00017,0.01733
1939,ОЧИ,2,0.00017,0.01733
1940,ОЧН,2,0.00017,0.01733
1941,ОШЛ,1,9.0e-05,0.00866
1942,ОЩО,1,9.0e-05,0.00866
1943,ОЮД,2,0.00017,0.01733
1944,ОЮЗ,3,0.00026,0.02599
1945,ОЮК,2,0.00017,0.01733
1946,ОЮО,1,9.0e-05,0.00866
1947,ОЮР,1,9.0e-05,0.00866
1948,ОЮТ,2,0.00017,0.01733
1949,ОЮХ,1,9.0e-05,0.00866
1950,ОЮЧ,1,9.0e-05,0.00866
1951,ОЮЯ,1,9.0e-05,0.00866
1952,ОЯК,3,0.00026,0.02599
1953,ПІД,17,0.00147,0.14726
1954,ПІЗ,3,0.00026,0.02599
1955,ПІС,7,0.00061,0.06064
1956,ПІЯ,1,9.0e-05,0.00866
1957,ПАД,3,0.00026,0.02599
1958,ПАК,4,0.00035,0.03465
1959,ПАМ,1,9.0e-05,0.00866
1960,ПАР,1,9.0e-05,0.00866
1961,ПДО,1,9.0e-05,0.00866
