№,Символ,Кільк.,Імовірність,%
3423,ЛИЯ,12,0.00024,0.02383
3424,ЛКА,2,4.0e-05,0.00397
3425,ЛКИ,1,2.0e-05,0.00199
3426,ЛКО,5,0.0001,0.00993
3427,ЛКУ,3,6.0e-05,0.00596
3428,ЛЛІ,1,2.0e-05,0.00199
3429,ЛЛА,1,2.0e-05,0.00199
3430,ЛЛЯ,15,0.0003,0.02979
3431,ЛМА,1,2.0e-05,0.00199
3432,ЛМЕ,1,2.0e-05,0.00199
3433,ЛНА,3,6.0e-05,0.00596
3434,ЛОІ,2,4.0e-05,0.00397
3435,ЛОЇ,3,6.0e-05,0.00596
3436,ЛОА,3,6.0e-05,0.00596
3437,ЛОБ,9,0.00018,0.01787
3438,ЛОВ,71,0.00141,0.141
3439,ЛОГ,6,0.00012,0.01192
3440,ЛОД,10,0.0002,0.01986
3441,ЛОЖ,1,2.0e-05,0.00199
3442,ЛОЗ,5,0.0001,0.00993
3443,ЛОЙ,6,0.00012,0.01192
3444,ЛОК,6,0.00012,0.01192
3445,ЛОЛ,3,6.0e-05,0.00596
3446,ЛОМ,18,0.00036,0.03575
3447,ЛОН,18,0.00036,0.03575
3448,ЛОО,2,4.0e-05,0.00397
3449,ЛОП,26,0.00052,0.05163
3450,ЛОР,1,2.0e-05,0.00199
3451,ЛОС,45,0.00089,0.08937
3452,ЛОТ,47,0.00093,0.09334
3453,ЛОУ,2,4.0e-05,0.00397
3454,ЛОХ,2,4.0e-05,0.00397
3455,ЛОЦ,6,0.00012,0.01192
3456,ЛОЧ,10,0.0002,0.01986
3457,ЛОШ,1,2.0e-05,0.00199
3458,ЛОЩ,8,0.00016,0.01589
3459,ЛОЮ,3,6.0e-05,0.00596
3460,ЛОЯ,7,0.00014,0.0139
3461,ЛТА,1,2.0e-05,0.00199
3462,ЛТО,1,2.0e-05,0.00199
3463,ЛТР,2,4.0e-05,0.00397
3464,ЛТУ,1,2.0e-05,0.00199
3465,ЛУІ,1,2.0e-05,0.00199
3466,ЛУВ,3,6.0e-05,0.00596
3467,ЛУГ,1,2.0e-05,0.00199
3468,ЛУД,1,2.0e-05,0.00199
3469,ЛУЖ,7,0.00014,0.0139
3470,ЛУЗ,8,0.00016,0.01589
3471,ЛУЙ,1,2.0e-05,0.00199
3472,ЛУК,5,0.0001,0.00993
3473,ЛУМ,1,2.0e-05,0.00199
3474,ЛУН,4,8.0e-05,0.00794
3475,ЛУП,4,8.0e-05,0.00794
3476,ЛУС,3,6.0e-05,0.00596
3477,ЛУТ,2,4.0e-05,0.00397
3478,ЛУХ,8,0.00016,0.01589
3479,ЛУЦ,1,2.0e-05,0.00199
3480,ЛУЧ,8,0.00016,0.01589
3481,ЛУШ,1,2.0e-05,0.00199
3482,ЛУЮ,1,2.0e-05,0.00199
3483,ЛХУ,1,2.0e-05,0.00199
3484,ЛЦІ,2,4.0e-05,0.00397
3485,ЛЬА,1,2.0e-05,0.00199
3486,ЛЬВ,3,6.0e-05,0.00596
3487,ЛЬД,2,4.0e-05,0.00397
3488,ЛЬЕ,1,2.0e-05,0.00199
3489,ЛЬЗ,1,2.0e-05,0.00199
3490,ЛЬЙ,2,4.0e-05,0.00397
3491,ЛЬК,65,0.00129,0.12909
3492,ЛЬМ,7,0.00014,0.0139
3493,ЛЬН,21,0.00042,0.0417
3494,ЛЬО,6,0.00012,0.01192
3495,ЛЬП,5,0.0001,0.00993
3496,ЛЬР,1,2.0e-05,0.00199
3497,ЛЬС,6,0.00012,0.01192
3498,ЛЬТ,5,0.0001,0.00993
3499,ЛЬУ,1,2.0e-05,0.00199
3500,ЛЬЦ,9,0.00018,0.01787
3501,ЛЬШ,23,0.00046,0.04568
3502,ЛЬЩ,1,2.0e-05,0.00199
3503,ЛЬЯ,4,8.0e-05,0.00794
3504,ЛЮБ,7,0.00014,0.0139
3505,ЛЮВ,25,0.0005,0.04965
3506,ЛЮГ,1,2.0e-05,0.00199
3507,ЛЮД,12,0.00024,0.02383
3508,ЛЮЗ,2,4.0e-05,0.00397
3509,ЛЮН,12,0.00024,0.02383
3510,ЛЮП,1,2.0e-05,0.00199
3511,ЛЮС,1,2.0e-05,0.00199
3512,ЛЮТ,2,4.0e-05,0.00397
3513,ЛЮЧ,2,4.0e-05,0.00397
3514,ЛЮЩ,2,4.0e-05,0.00397
3515,ЛЮЮ,1,2.0e-05,0.00199
3516,ЛЮЯ,1,2.0e-05,0.00199
3517,ЛЯЄ,3,6.0e-05,0.00596
3518,ЛЯІ,1,2.0e-05,0.00199
3519,ЛЯВ,11,0.00022,0.02185
3520,ЛЯГ,6,0.00012,0.01192
3521,ЛЯД,25,0.0005,0.04965
3522,ЛЯЗ,4,8.0e-05,0.00794
3523,ЛЯЙ,3,6.0e-05,0.00596
3524,ЛЯК,16,0.00032,0.03178
3525,ЛЯЛ,3,6.0e-05,0.00596
3526,ЛЯМ,4,8.0e-05,0.00794
3527,ЛЯН,24,0.00048,0.04766
3528,ЛЯО,1,2.0e-05,0.00199
3529,ЛЯП,3,6.0e-05,0.00596
3530,ЛЯР,2,4.0e-05,0.00397
3531,ЛЯС,4,8.0e-05,0.00794
3532,ЛЯТ,9,0.00018,0.01787
3533,ЛЯХ,4,8.0e-05,0.00794
3534,ЛЯЦ,8,0.00016,0.01589
3535,ЛЯЧ,5,0.0001,0.00993
3536,ЛЯЩ,2,4.0e-05,0.00397
3537,ЛЯЮ,4,8.0e-05,0.00794
3538,ЛЯЯ,1,2.0e-05,0.00199
3539,МІІ,1,2.0e-05,0.00199
3540,МІБ,1,2.0e-05,0.00199
3541,МІВ,9,0.00018,0.01787
3542,МІГ,12,0.00024,0.02383
3543,МІД,1,2.0e-05,0.00199
3544,МІЖ,10,0.0002,0.01986
3545,МІЗ,9,0.00018,0.01787
3546,МІЙ,15,0.0003,0.02979
3547,МІК,2,4.0e-05,0.00397
3548,МІЛ,3,6.0e-05,0.00596
3549,МІМ,2,4.0e-05,0.00397
3550,МІН,21,0.00042,0.0417
3551,МІП,6,0.00012,0.01192
3552,МІР,23,0.00046,0.04568
3553,МІС,41,0.00081,0.08142
3554,МІТ,14,0.00028,0.0278
3555,МІФ,1,2.0e-05,0.00199
3556,МІХ,2,4.0e-05,0.00397
3557,МІЦ,5,0.0001,0.00993
3558,МІЧ,4,8.0e-05,0.00794
3559,МІШ,2,4.0e-05,0.00397
3560,МІЩ,1,2.0e-05,0.00199
3561,МІЮ,4,8.0e-05,0.00794
3562,МІЯ,2,4.0e-05,0.00397
3563,МЇЇ,1,2.0e-05,0.00199
3564,МАЄ,24,0.00048,0.04766
3565,МАА,1,2.0e-05,0.00199
3566,МАБ,7,0.00014,0.0139
3567,МАВ,21,0.00042,0.0417
3568,МАГ,5,0.0001,0.00993
3569,МАД,2,4.0e-05,0.00397
3570,МАЖ,3,6.0e-05,0.00596
3571,МАЙ,12,0.00024,0.02383
3572,МАК,2,4.0e-05,0.00397
3573,МАЛ,62,0.00123,0.12313
3574,МАМ,2,4.0e-05,0.00397
3575,МАН,15,0.0003,0.02979
3576,МАП,4,8.0e-05,0.00794
3577,МАР,10,0.0002,0.01986
3578,МАС,37,0.00073,0.07348
3579,МАТ,15,0.0003,0.02979
3580,МАУ,1,2.0e-05,0.00199
3581,МАХ,9,0.00018,0.01787
3582,МАЦ,1,2.0e-05,0.00199
3583,МАЧ,1,2.0e-05,0.00199
3584,МАЩ,2,4.0e-05,0.00397
3585,МАЮ,11,0.00022,0.02185
3586,МБІ,2,4.0e-05,0.00397
3587,МБЕ,2,4.0e-05,0.00397
3588,МБЛ,7,0.00014,0.0139
3589,МБО,3,6.0e-05,0.00596
3590,МБР,1,2.0e-05,0.00199
3591,МБУ,6,0.00012,0.01192
3592,МВІ,11,0.00022,0.02185
3593,МВИ,12,0.00024,0.02383
3594,МВО,1,2.0e-05,0.00199
3595,МВУ,2,4.0e-05,0.00397
3596,МГЛ,1,2.0e-05,0.00199
3597,МГО,1,2.0e-05,0.00199
3598,МДА,2,4.0e-05,0.00397
3599,МДЕ,8,0.00016,0.01589
3600,МДЖ,2,4.0e-05,0.00397
3601,МДИ,2,4.0e-05,0.00397
3602,МДО,9,0.00018,0.01787
3603,МДР,1,2.0e-05,0.00199
3604,МДУ,2,4.0e-05,0.00397
3605,МЕВ,3,6.0e-05,0.00596
3606,МЕД,1,2.0e-05,0.00199
3607,МЕЖ,3,6.0e-05,0.00596
3608,МЕК,1,2.0e-05,0.00199
3609,МЕЛ,1,2.0e-05,0.00199
3610,МЕН,169,0.00336,0.33562
3611,МЕО,2,4.0e-05,0.00397
3612,МЕП,3,6.0e-05,0.00596
3613,МЕР,24,0.00048,0.04766
3614,МЕС,1,2.0e-05,0.00199
3615,МЕТ,13,0.00026,0.02582
3616,МЕХ,1,2.0e-05,0.00199
3617,МЕЦ,2,4.0e-05,0.00397
3618,МЕЧ,1,2.0e-05,0.00199
3619,МЕШ,3,6.0e-05,0.00596
3620,МЕЩ,1,2.0e-05,0.00199
3621,МЖА,1,2.0e-05,0.00199
3622,МЖЕ,2,4.0e-05,0.00397
3623,МЖУ,3,6.0e-05,0.00596
3624,МЗА,8,0.00016,0.01589
3625,МЗБ,1,2.0e-05,0.00199
3626,МЗВ,2,4.0e-05,0.00397
3627,МЗД,1,2.0e-05,0.00199
3628,МЗМ,1,2.0e-05,0.00199
3629,МЗН,4,8.0e-05,0.00794
3630,МЗО,2,4.0e-05,0.00397
3631,МИІ,4,8.0e-05,0.00794
3632,МИЇ,1,2.0e-05,0.00199
3633,МИА,3,6.0e-05,0.00596
3634,МИБ,3,6.0e-05,0.00596
3635,МИВ,17,0.00034,0.03376
3636,МИГ,3,6.0e-05,0.00596
3637,МИД,12,0.00024,0.02383
3638,МИЕ,1,2.0e-05,0.00199
3639,МИЖ,1,2.0e-05,0.00199
3640,МИЗ,21,0.00042,0.0417
3641,МИЙ,10,0.0002,0.01986
3642,МИК,3,6.0e-05,0.00596
3643,МИЛ,15,0.0003,0.02979
3644,МИМ,13,0.00026,0.02582
3645,МИН,14,0.00028,0.0278
3646,МИО,7,0.00014,0.0139
3647,МИП,19,0.00038,0.03773
3648,МИР,6,0.00012,0.01192
3649,МИС,9,0.00018,0.01787
3650,МИТ,12,0.00024,0.02383
3651,МИУ,1,2.0e-05,0.00199
3652,МИФ,1,2.0e-05,0.00199
3653,МИХ,4,8.0e-05,0.00794
3654,МИЦ,2,4.0e-05,0.00397
3655,МИШ,1,2.0e-05,0.00199
3656,МИЩ,2,4.0e-05,0.00397
3657,МИЯ,3,6.0e-05,0.00596
3658,МИҐ,1,2.0e-05,0.00199
3659,МЙО,3,6.0e-05,0.00596
3660,МКІ,1,2.0e-05,0.00199
3661,МКА,1,2.0e-05,0.00199
3662,МКИ,4,8.0e-05,0.00794
3663,МКН,2,4.0e-05,0.00397
3664,МКО,4,8.0e-05,0.00794
3665,МКУ,10,0.0002,0.01986
3666,МЛІ,6,0.00012,0.01192
3667,МЛЕ,5,0.0001,0.00993
3668,МЛИ,5,0.0001,0.00993
3669,МЛО,1,2.0e-05,0.00199
3670,МЛЮ,3,6.0e-05,0.00596
3671,МЛЯ,1,2.0e-05,0.00199
3672,ММА,1,2.0e-05,0.00199
3673,ММЕ,1,2.0e-05,0.00199
3674,ММИ,5,0.0001,0.00993
3675,ММО,3,6.0e-05,0.00596
3676,МНІ,10,0.0002,0.01986
3677,МНА,17,0.00034,0.03376
3678,МНЕ,18,0.00036,0.03575
3679,МНИ,10,0.0002,0.01986
3680,МНО,3,6.0e-05,0.00596
3681,МОЄ,7,0.00014,0.0139
3682,МОЇ,15,0.0003,0.02979
3683,МОБ,1,2.0e-05,0.00199
3684,МОВ,43,0.00085,0.0854
3685,МОГ,28,0.00056,0.05561
3686,МОД,6,0.00012,0.01192
3687,МОЖ,46,0.00091,0.09135
3688,МОЗ,8,0.00016,0.01589
3689,МОЙ,1,2.0e-05,0.00199
3690,МОК,5,0.0001,0.00993
3691,МОЛ,6,0.00012,0.01192
3692,МОМ,6,0.00012,0.01192
3693,МОН,11,0.00022,0.02185
3694,МОО,1,2.0e-05,0.00199
3695,МОП,4,8.0e-05,0.00794
3696,МОР,10,0.0002,0.01986
3697,МОС,12,0.00024,0.02383
3698,МОТ,8,0.00016,0.01589
3699,МОУ,2,4.0e-05,0.00397
3700,МОХ,1,2.0e-05,0.00199
3701,МОЦ,2,4.0e-05,0.00397
3702,МОЧ,3,6.0e-05,0.00596
3703,МОЩ,3,6.0e-05,0.00596
3704,МОЮ,11,0.00022,0.02185
3705,МПІ,2,4.0e-05,0.00397
3706,МПА,3,6.0e-05,0.00596
3707,МПЕ,4,8.0e-05,0.00794
3708,МПО,14,0.00028,0.0278
3709,МПР,6,0.00012,0.01192
3710,МРІ,1,2.0e-05,0.00199
3711,МРА,3,6.0e-05,0.00596
3712,МРО,6,0.00012,0.01192
3713,МРУ,1,2.0e-05,0.00199
3714,МСІ,2,4.0e-05,0.00397
3715,МСА,3,6.0e-05,0.00596
3716,МСВ,3,6.0e-05,0.00596
3717,МСЕ,1,2.0e-05,0.00199
3718,МСИ,1,2.0e-05,0.00199
3719,МСЛ,1,2.0e-05,0.00199
3720,МСН,1,2.0e-05,0.00199
3721,МСО,3,6.0e-05,0.00596
3722,МСП,2,4.0e-05,0.00397
3723,МСР,1,2.0e-05,0.00199
3724,МСТ,2,4.0e-05,0.00397
3725,МСУ,1,2.0e-05,0.00199
3726,МСЯ,1,2.0e-05,0.00199
3727,МТІ,1,2.0e-05,0.00199
3728,МТА,8,0.00016,0.01589
3729,МТВ,1,2.0e-05,0.00199
3730,МТЕ,5,0.0001,0.00993
3731,МТИ,2,4.0e-05,0.00397
3732,МТО,8,0.00016,0.01589
3733,МТР,2,4.0e-05,0.00397
3734,МТЯ,2,4.0e-05,0.00397
3735,МУІ,3,6.0e-05,0.00596
3736,МУА,4,8.0e-05,0.00794
3737,МУВ,15,0.0003,0.02979
3738,МУГ,4,8.0e-05,0.00794
3739,МУД,3,6.0e-05,0.00596
3740,МУЖ,4,8.0e-05,0.00794
3741,МУЗ,4,8.0e-05,0.00794
3742,МУЙ,3,6.0e-05,0.00596
3743,МУК,5,0.0001,0.00993
3744,МУЛ,5,0.0001,0.00993
3745,МУМ,8,0.00016,0.01589
3746,МУН,3,6.0e-05,0.00596
3747,МУО,7,0.00014,0.0139
3748,МУП,15,0.0003,0.02979
3749,МУР,8,0.00016,0.01589
3750,МУС,25,0.0005,0.04965
3751,МУТ,7,0.00014,0.0139
3752,МУУ,2,4.0e-05,0.00397
3753,МУЦ,3,6.0e-05,0.00596
3754,МУЧ,2,4.0e-05,0.00397
3755,МУШ,2,4.0e-05,0.00397
3756,МУЩ,2,4.0e-05,0.00397
3757,МУЮ,1,2.0e-05,0.00199
3758,МУЯ,7,0.00014,0.0139
3759,МХА,1,2.0e-05,0.00199
3760,МХИ,1,2.0e-05,0.00199
3761,МХО,2,4.0e-05,0.00397
3762,МЦІ,2,4.0e-05,0.00397
3763,МЦЕ,3,6.0e-05,0.00596
3764,МЦИ,1,2.0e-05,0.00199
3765,МЦЬ,2,4.0e-05,0.00397
3766,МЦЯ,1,2.0e-05,0.00199
3767,МЧА,2,4.0e-05,0.00397
3768,МЧЕ,3,6.0e-05,0.00596
3769,МЧИ,5,0.0001,0.00993
3770,МЧО,2,4.0e-05,0.00397
3771,МШЕ,1,2.0e-05,0.00199
3772,МШИ,1,2.0e-05,0.00199
3773,МШЛ,1,2.0e-05,0.00199
3774,МЩЕ,4,8.0e-05,0.00794
3775,МЩО,9,0.00018,0.01787
3776,МЯВ,1,2.0e-05,0.00199
3777,МЯД,1,2.0e-05,0.00199
3778,МЯЗ,2,4.0e-05,0.00397
3779,МЯК,2,4.0e-05,0.00397
3780,МЯН,1,2.0e-05,0.00199
3781,МЯО,1,2.0e-05,0.00199
3782,МЯС,2,4.0e-05,0.00397
3783,МЯТ,8,0.00016,0.01589
3784,НЄІ,1,2.0e-05,0.00199
3785,НЄМ,1,2.0e-05,0.00199
3786,НЄС,2,4.0e-05,0.00397
3787,НІЄ,1,2.0e-05,0.00199
3788,НІІ,3,6.0e-05,0.00596
3789,НІЇ,1,2.0e-05,0.00199
3790,НІА,3,6.0e-05,0.00596
3791,НІБ,14,0.00028,0.0278
3792,НІВ,29,0.00058,0.05759
3793,НІГ,3,6.0e-05,0.00596
3794,НІД,14,0.00028,0.0278
3795,НІЖ,14,0.00028,0.0278
3796,НІЗ,20,0.0004,0.03972
3797,НІЙ,19,0.00038,0.03773
3798,НІК,13,0.00026,0.02582
3799,НІЛ,8,0.00016,0.01589
3800,НІМ,15,0.0003,0.02979
3801,НІН,15,0.0003,0.02979
3802,НІО,4,8.0e-05,0.00794
3803,НІП,11,0.00022,0.02185
3804,НІР,3,6.0e-05,0.00596
3805,НІС,33,0.00066,0.06554
3806,НІТ,13,0.00026,0.02582
3807,НІУ,3,6.0e-05,0.00596
3808,НІФ,1,2.0e-05,0.00199
3809,НІХ,7,0.00014,0.0139
3810,НІЦ,5,0.0001,0.00993
3811,НІЧ,28,0.00056,0.05561
3812,НІШ,23,0.00046,0.04568
3813,НІЩ,3,6.0e-05,0.00596
3814,НІЮ,1,2.0e-05,0.00199
3815,НІЯ,23,0.00046,0.04568
3816,НА,1,2.0e-05,0.00199
3817,НАЄ,15,0.0003,0.02979
3818,НАІ,3,6.0e-05,0.00596
3819,НАА,2,4.0e-05,0.00397
3820,НАБ,10,0.0002,0.01986
3821,НАВ,59,0.00117,0.11717
3822,НАГ,15,0.0003,0.02979
3823,НАД,70,0.00139,0.13902
3824,НАЕ,2,4.0e-05,0.00397
3825,НАЖ,2,4.0e-05,0.00397
3826,НАЗ,20,0.0004,0.03972
3827,НАЙ,63,0.00125,0.12511
3828,НАК,64,0.00127,0.1271
3829,НАЛ,13,0.00026,0.02582
3830,НАМ,50,0.00099,0.0993
3831,НАН,22,0.00044,0.04369
3832,НАО,4,8.0e-05,0.00794
3833,НАП,58,0.00115,0.11518
3834,НАР,15,0.0003,0.02979
3835,НАС,52,0.00103,0.10327
3836,НАТ,35,0.0007,0.06951
3837,НАУ,9,0.00018,0.01787
3838,НАФ,1,2.0e-05,0.00199
3839,НАХ,17,0.00034,0.03376
3840,НАЦ,9,0.00018,0.01787
3841,НАЧ,56,0.00111,0.11121
3842,НАШ,25,0.0005,0.04965
3843,НАЩ,11,0.00022,0.02185
3844,НАЮ,12,0.00024,0.02383
3845,НАЯ,8,0.00016,0.01589
3846,НБІ,1,2.0e-05,0.00199
3847,НБА,1,2.0e-05,0.00199
3848,НБО,3,6.0e-05,0.00596
3849,НБУ,2,4.0e-05,0.00397
3850,НВІ,4,8.0e-05,0.00794
3851,НВИ,8,0.00016,0.01589
3852,НВУ,1,2.0e-05,0.00199
3853,НГЛ,11,0.00022,0.02185
3854,НГО,1,2.0e-05,0.00199
3855,НГР,6,0.00012,0.01192
3856,НДІ,2,4.0e-05,0.00397
3857,НДА,1,2.0e-05,0.00199
3858,НДВ,1,2.0e-05,0.00199
3859,НДЕ,1,2.0e-05,0.00199
3860,НДЖ,2,4.0e-05,0.00397
3861,НДИ,3,6.0e-05,0.00596
3862,НДК,1,2.0e-05,0.00199
3863,НДЛ,1,2.0e-05,0.00199
3864,НДМ,1,2.0e-05,0.00199
3865,НДП,1,2.0e-05,0.00199
3866,НДР,1,2.0e-05,0.00199
3867,НДУ,3,6.0e-05,0.00596
3868,НЕІ,3,6.0e-05,0.00596
3869,НЕЇ,2,4.0e-05,0.00397
3870,НЕА,6,0.00012,0.01192
3871,НЕБ,43,0.00085,0.0854
3872,НЕВ,49,0.00097,0.09731
3873,НЕГ,30,0.0006,0.05958
3874,НЕД,23,0.00046,0.04568
3875,НЕЗ,65,0.00129,0.12909
3876,НЕЙ,5,0.0001,0.00993
3877,НЕК,10,0.0002,0.01986
3878,НЕЛ,6,0.00012,0.01192
3879,НЕМ,41,0.00081,0.08142
3880,НЕН,27,0.00054,0.05362
3881,НЕО,12,0.00024,0.02383
3882,НЕП,57,0.00113,0.1132
3883,НЕР,14,0.00028,0.0278
3884,НЕС,50,0.00099,0.0993
3885,НЕТ,25,0.0005,0.04965
3886,НЕУ,2,4.0e-05,0.00397
3887,НЕХ,6,0.00012,0.01192
3888,НЕЦ,12,0.00024,0.02383
3889,НЕЧ,3,6.0e-05,0.00596
3890,НЕШ,1,2.0e-05,0.00199
3891,НЕЩ,4,8.0e-05,0.00794
3892,НЕЮ,2,4.0e-05,0.00397
3893,НЕЯ,5,0.0001,0.00993
3894,НЗІ,1,2.0e-05,0.00199
3895,НЗА,5,0.0001,0.00993
3896,НЗБ,1,2.0e-05,0.00199
3897,НЗВ,1,2.0e-05,0.00199
3898,НЗД,2,4.0e-05,0.00397
3899,НЗН,5,0.0001,0.00993
3900,НЗО,4,8.0e-05,0.00794
3901,НЗР,1,2.0e-05,0.00199
3902,НЗУ,1,2.0e-05,0.00199
3903,НИЄ,1,2.0e-05,0.00199
3904,НИІ,4,8.0e-05,0.00794
3905,НИА,1,2.0e-05,0.00199
3906,НИБ,2,4.0e-05,0.00397
3907,НИВ,13,0.00026,0.02582
3908,НИГ,1,2.0e-05,0.00199
3909,НИД,5,0.0001,0.00993
3910,НИЖ,3,6.0e-05,0.00596
3911,НИЗ,13,0.00026,0.02582
3912,НИЙ,78,0.00155,0.1549
3913,НИК,22,0.00044,0.04369
3914,НИЛ,7,0.00014,0.0139
3915,НИМ,35,0.0007,0.06951
3916,НИН,8,0.00016,0.01589
3917,НИП,4,8.0e-05,0.00794
3918,НИР,1,2.0e-05,0.00199
3919,НИС,2,4.0e-05,0.00397
3920,НИТ,6,0.00012,0.01192
3921,НИХ,26,0.00052,0.05163
3922,НИЦ,12,0.00024,0.02383
3923,НИЧ,5,0.0001,0.00993
3924,НИШ,4,8.0e-05,0.00794
3925,НИЩ,1,2.0e-05,0.00199
3926,НИЯ,2,4.0e-05,0.00397
3927,НЙО,1,2.0e-05,0.00199
3928,НКІ,2,4.0e-05,0.00397
3929,НКА,11,0.00022,0.02185
3930,НКИ,5,0.0001,0.00993
3931,НКО,6,0.00012,0.01192
3932,НКР,1,2.0e-05,0.00199
3933,НКТ,2,4.0e-05,0.00397
3934,НКУ,12,0.00024,0.02383
3935,НЛІ,1,2.0e-05,0.00199
3936,НЛЕ,3,6.0e-05,0.00596
3937,НЛИ,1,2.0e-05,0.00199
3938,НМІ,1,2.0e-05,0.00199
3939,НМА,3,6.0e-05,0.00596
3940,НМЕ,2,4.0e-05,0.00397
3941,НМО,1,2.0e-05,0.00199
3942,ННЄ,1,2.0e-05,0.00199
3943,ННІ,10,0.0002,0.01986
3944,ННА,11,0.00022,0.02185
3945,ННЕ,7,0.00014,0.0139
3946,ННИ,7,0.00014,0.0139
3947,ННО,11,0.00022,0.02185
3948,ННЬ,2,4.0e-05,0.00397
3949,ННЮ,1,2.0e-05,0.00199
3950,ННЯ,70,0.00139,0.13902
3951,НОІ,3,6.0e-05,0.00596
3952,НОЇ,14,0.00028,0.0278
3953,НОА,4,8.0e-05,0.00794
3954,НОБ,11,0.00022,0.02185
3955,НОВ,75,0.00149,0.14895
3956,НОГ,35,0.0007,0.06951
3957,НОД,4,8.0e-05,0.00794
3958,НОЖ,6,0.00012,0.01192
3959,НОЗ,15,0.0003,0.02979
3960,НОЙ,3,6.0e-05,0.00596
3961,НОК,14,0.00028,0.0278
3962,НОЛ,4,8.0e-05,0.00794
3963,НОМ,27,0.00054,0.05362
3964,НОН,5,0.0001,0.00993
3965,НОО,3,6.0e-05,0.00596
3966,НОП,20,0.0004,0.03972
3967,НОР,6,0.00012,0.01192
3968,НОС,26,0.00052,0.05163
3969,НОТ,14,0.00028,0.0278
3970,НОУ,4,8.0e-05,0.00794
3971,НОФ,1,2.0e-05,0.00199
3972,НОХ,1,2.0e-05,0.00199
3973,НОЦ,1,2.0e-05,0.00199
3974,НОЧ,9,0.00018,0.01787
3975,НОШ,2,4.0e-05,0.00397
3976,НОЩ,8,0.00016,0.01589
3977,НОЮ,11,0.00022,0.02185
3978,НОЯ,9,0.00018,0.01787
3979,НПІ,1,2.0e-05,0.00199
3980,НПЕ,4,8.0e-05,0.00794
3981,НПИ,1,2.0e-05,0.00199
3982,НПО,9,0.00018,0.01787
3983,НПР,3,6.0e-05,0.00596
3984,НРІ,2,4.0e-05,0.00397
3985,НРА,1,2.0e-05,0.00199
3986,НРО,1,2.0e-05,0.00199
3987,НСІ,1,2.0e-05,0.00199
3988,НСА,1,2.0e-05,0.00199
3989,НСВ,1,2.0e-05,0.00199
3990,НСЕ,1,2.0e-05,0.00199
3991,НСК,4,8.0e-05,0.00794
3992,НСН,1,2.0e-05,0.00199
3993,НСП,1,2.0e-05,0.00199
3994,НСТ,2,4.0e-05,0.00397
3995,НСУ,1,2.0e-05,0.00199
3996,НСХ,1,2.0e-05,0.00199
3997,НСЬ,9,0.00018,0.01787
3998,НТІ,17,0.00034,0.03376
3999,НТА,12,0.00024,0.02383
4000,НТВ,2,4.0e-05,0.00397
4001,НТД,2,4.0e-05,0.00397
4002,НТЕ,4,8.0e-05,0.00794
4003,НТЗ,2,4.0e-05,0.00397
4004,НТИ,2,4.0e-05,0.00397
4005,НТЛ,1,2.0e-05,0.00199
4006,НТМ,2,4.0e-05,0.00397
4007,НТН,5,0.0001,0.00993
4008,НТО,5,0.0001,0.00993
4009,НТП,3,6.0e-05,0.00596
4010,НТР,6,0.00012,0.01192
4011,НТС,1,2.0e-05,0.00199
4012,НТТ,2,4.0e-05,0.00397
4013,НТУ,15,0.0003,0.02979
4014,НТШ,1,2.0e-05,0.00199
4015,НТЯ,1,2.0e-05,0.00199
4016,НУЄ,1,2.0e-05,0.00199
4017,НУІ,1,2.0e-05,0.00199
4018,НУА,5,0.0001,0.00993
4019,НУБ,1,2.0e-05,0.00199
4020,НУВ,63,0.00125,0.12511
4021,НУД,5,0.0001,0.00993
4022,НУЖ,4,8.0e-05,0.00794
4023,НУЗ,2,4.0e-05,0.00397
4024,НУЙ,1,2.0e-05,0.00199
4025,НУК,2,4.0e-05,0.00397
4026,НУЛ,15,0.0003,0.02979
4027,НУМ,1,2.0e-05,0.00199
4028,НУН,1,2.0e-05,0.00199
4029,НУО,1,2.0e-05,0.00199
4030,НУП,4,8.0e-05,0.00794
4031,НУР,3,6.0e-05,0.00596
4032,НУС,4,8.0e-05,0.00794
4033,НУТ,25,0.0005,0.04965
4034,НУЦ,1,2.0e-05,0.00199
4035,НУЧ,5,0.0001,0.00993
4036,НУШ,1,2.0e-05,0.00199
4037,НУЮ,3,6.0e-05,0.00596
4038,НУЯ,1,2.0e-05,0.00199
4039,НФО,1,2.0e-05,0.00199
4040,НФР,1,2.0e-05,0.00199
4041,НХО,2,4.0e-05,0.00397
4042,НЦІ,8,0.00016,0.01589
4043,НЦЕ,8,0.00016,0.01589
4044,НЦИ,1,2.0e-05,0.00199
4045,НЦУ,2,4.0e-05,0.00397
4046,НЦЮ,3,6.0e-05,0.00596
4047,НЦЯ,8,0.00016,0.01589
4048,НЧЕ,2,4.0e-05,0.00397
4049,НЧИ,9,0.00018,0.01787
4050,НШІ,2,4.0e-05,0.00397
4051,НШВ,1,2.0e-05,0.00199
4052,НШЕ,3,6.0e-05,0.00596
4053,НШЗ,1,2.0e-05,0.00199
4054,НШИ,5,0.0001,0.00993
4055,НШО,5,0.0001,0.00993
4056,НШР,1,2.0e-05,0.00199
4057,НШЯ,1,2.0e-05,0.00199
4058,НЩЕ,1,2.0e-05,0.00199
4059,НЩО,5,0.0001,0.00993
4060,НЬІ,5,0.0001,0.00993
4061,НЬД,2,4.0e-05,0.00397
4062,НЬК,20,0.0004,0.03972
4063,НЬМ,1,2.0e-05,0.00199
